Unnamed: 0,id,name,country_latitude,country_longitude,city,city_latitude,city_longitude,poi,poi_latitude,poi_longitude,category,subcategory,value_en,opening_hours,opening_hours_source,rating,reviews_count,price_level,google_place_id,match_confidence
5381,5389,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Estación de San Gervasio,41.4009,2.14694,Cultural,artwork,metro station,Mo-Su 13:00-00:00,OSM,4.2,,,,0.42
5382,5390,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Archivo Joan Maragall,41.4008,2.14712,Cultural,artwork,library,"Mo,We 10:00-14:00, We 16:00-20:00",OSM,4.4,,,,0.73
5388,5396,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Casa Fajol,41.3766,2.15028,Cultural,artwork,building,,,4.5,,,,
5414,5422,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Sociedad Económica Barcelonesa de Amigos del País,41.3835,2.18074,Cultural,artwork,voluntary association,Mo-Su 10:00-20:30,OSM,4.6,,,,0.45
5416,5424,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Plaça d'Osca,41.376,2.13863,Cultural,artwork,square,"Tu-Th 13:00-16:00,20:00-23:30; Fr-Sa 13:00-16:00,20:00-24:00; Su 13:00-16:00",OSM,4.3,,,,0.43
5427,5435,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,La Verneda y la Paz,41.4219,2.20531,Cultural,artwork,neighborhood,,,4.2,,,,
5430,5438,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Arte urbano de Barcelona,41.4122,2.21033,Cultural,artwork,,,,4.3,,,,
5431,5439,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Parque del Puerto Olímpico,41.3893,2.19871,Cultural,gallery,geographical feature,,,4.2,,,,
5432,5440,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Sant Pere (Ciutat Vella),41.3846,2.18277,Cultural,artwork,neighborhood,Mo-Su 10:00-20:30,OSM,3.9,,,,0.44
5436,5444,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Barcino (escultura),41.3842,2.17538,Cultural,artwork,sculpture,Mo-Su 10:00-00:00,OSM,4.4,,,,0.44
5468,5476,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,El mundo nace en cada beso,41.3852,2.17482,Cultural,artwork,photographic mosaic,24/7,OSM,4.7,,,,0.44
5484,5492,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Calle de Ferran,41.381,2.17492,Cultural,artwork,street,Mo-Su 08:30-02:30,OSM,4.7,,,,0.6
5492,5500,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Edificio de la Junta de Obras del Puerto (Barcelona),41.3759,2.17868,Cultural,artwork,office building,,,4.7,,,,
5493,5501,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Evocació Marinera,41.3754,2.18911,Cultural,artwork,sculpture,,,4.5,,,,
5498,5506,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Monument Homenatge a Picasso,41.3866,2.18478,Cultural,artwork,monument,,,4.3,,,,
5499,5507,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Orfeón Catalán,41.3872,2.17526,Cultural,artwork,symphonic choir,,,4.7,,,,
5500,5508,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Les formigues,41.385,2.18285,Cultural,artwork,work of art,Mo-Fr 08:00-20:00; Sa 08:30-20:00,OSM,4.8,,,,0.42
5507,5515,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,A Frederic Soler,41.3787,2.17574,Cultural,artwork,monument,Mo-Su 11:00-23:00,OSM,4.6,,,,0.45
5526,5534,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Jardines de Miramar,41.3699,2.17214,Cultural,artwork,garden,,,4.1,,,,
5539,5547,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Euclídea,41.3863,2.13612,Cultural,artwork,sculpture,"Mo-Sa 10:00-13:30,16:25-20:25",OSM,4.4,,,,0.35
5541,5549,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,La Diosa (escultura),41.3864,2.1701,Cultural,artwork,sculpture,Mo-Sa 09:30-21:00,OSM,4.2,,,,0.33
5542,5550,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Casa del Mig,41.3772,2.14049,Cultural,artwork,building,,,4.7,,,,
5553,5562,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Jardines Mossèn Costa i Llobera,41.3689,2.17213,Parque,conservatory,botanical garden,Mo-Fr 07:00-20:00,OSM,4.7,,,,0.4
5580,5589,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Plaza de España (Barcelona),41.3752,2.14905,Cultural,artwork,square,,,4.5,,,,
5581,5591,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Home on earth,41.3814,2.17381,Cultural,artwork,building,,,4.8,,,,
5633,5643,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Plaza de Ibiza,41.4302,2.16114,Cultural,artwork,square,"Mo,Fr 15:30-20:00; Tu,Th 09:30-13:30,15:30-20:00; We 09:30-20:00; Sa 10:00-14:00",OSM,4.6,,,,0.36
5639,5649,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Teatro Novedades (Barcelona),41.3887,2.1696,Cultural,artwork,theater,Mo-Sa 10:30-21:00,OSM,4.7,,,,0.53
5641,5651,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Mural G-333,41.3826,2.16618,Cultural,artwork,sculpture,Mo-Fr 10:00-22:00; Sa 11:00-22:00,OSM,3.6,,,,0.31
5674,5684,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,La República (Homenaje a Pi i Margall),41.4384,2.17459,Cultural,artwork,sculpture,,,4.4,,,,
5677,5687,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Els mistos,41.43,2.15116,Cultural,artwork,sculpture,"Tu-Fr 09:00-14:00, 16:00-19:00; Sa-Su 09:00-14:00",OSM,3.6,,,,0.21
5682,5692,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,El Ingenio,41.3813,2.17483,Cultural,artwork,shop,,,4.5,,,,
5686,5696,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Sala de las cien columnas,41.414,2.15248,Cultural,artwork,building,,,4.8,,,,
5687,5698,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Barcelona (escultura),41.3875,2.17021,Cultural,artwork,sculpture,24/7,OSM,4.0,,,,0.6
5689,5700,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,L'estel ferit,41.3765,2.19109,Cultural,artwork,sculpture,"Mo 19:00-23:00; We-Th 13:00-15:30, 19:00-23:30; Fr 13:00-15:30, 19:00-24:00; Sa 13:00-24:00; Su 13:00-20:00",OSM,3.9,,,,0.3
5692,5703,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Casa Martí,41.3858,2.17356,Cultural,artwork,building,,,4.6,,,,
5693,5704,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Mujer y pájaro,41.3778,2.14695,Cultural,artwork,sculpture,Mo-Th 12:30-23:30; Fr-Sa 12:30-00:30; Su 12:30-23:30,OSM,4.0,,,,0.28
5695,5706,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,El Peix,41.3861,2.1969,Monumento,monument,architectural structure,Mo-Fr 12:00-18:00,OSM,4.1,,,,0.33
5697,5708,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Balcones de Barcelona,41.4018,2.17945,Cultural,artwork,mural,,,4.3,,,,
5702,5713,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Pabellones Güell,41.3894,2.11925,Cultural,artwork,monument,10:00-16:00,OSM,4.7,,,,0.9
5710,5721,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Pavimento Miró,41.3812,2.17327,Cultural,artwork,mosaic,,,4.5,,,,
5711,5722,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Bombardeos aéreos de Barcelona en marzo de 1938,41.387,2.17004,Cultural,artwork,battle,24/7,OSM,4.7,,,,0.55
5716,5727,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Desconsuelo,41.3876,2.18808,Cultural,artwork,sculpture,Mo-Su 10:00-22:30,OSM,4.7,,,,0.25
5738,5749,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Casa Milà,41.3954,2.16187,Cultural,artwork,monument,,,4.4,,,,
5739,5750,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Casa de les Punxes,41.398,2.164,Cultural,artwork,building,,,4.4,,,,
5740,5751,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Casa Batlló,41.3916,2.16481,Cultural,artwork,tourist attraction,,,4.4,,,,
5749,5760,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Torre de telecomunicaciones de Montjuic,41.3643,2.1506,Punto de interés,attraction,TV tower,Mo-Fr 06:30-24:00; Sa 07:00-21:00; Su 07:30-16:00,OSM,4.8,,,,0.46
5776,5787,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Antigua Casa Figueras,41.3815,2.17267,Punto de interés,attraction,building,24/7,OSM,4.1,,,,0.52
5790,5801,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Mina Grott,41.4162,2.09779,Punto de interés,attraction,tunnel,,,4.1,,,,
5953,5964,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Casa de la Caritat de Barcelona,41.3842,2.16626,Punto de interés,attraction,building,,,4.4,,,,
5954,5965,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Bartzelonako Erotismoaren Museoa,41.3823,2.17255,Punto de interés,attraction,sex museum,"Mo-Su 10:00-14:00, 15:00-20:00",OSM,4.7,,,,0.52
5955,5966,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Casa Asols,41.3891,2.16579,Punto de interés,attraction,house,Mo-Su 09:00-21:00; PH off,OSM,4.6,,,,0.58
5988,5999,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Villa de Gracia,41.4041,2.15606,Histórico,bunker,administrative quarter in Barcelona,"PH,Fr,Sa 19:00-03:00; Su-Th 19:00-02:30",OSM,3.9,,,,0.64
5990,6001,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,M5,41.3839,2.17994,Punto de interés,attraction,building,"Mo-Su 00:00-02:00,12:00-24:00",OSM,4.2,,,,0.2
5998,6009,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Casa-Museo Gaudí,41.4136,2.15207,Punto de interés,attraction,historic house museum,,,3.6,,,,
6004,6015,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Casa Planells,41.4006,2.17449,Punto de interés,attraction,multiple dwellings,Tu-Sa 10:00-13:30; Mo-Fr 16:30-20:00,OSM,3.9,,,,0.43
6021,6032,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Casa Sayrach,41.3946,2.15307,Punto de interés,attraction,building,,,4.3,,,,
6043,6054,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Paradiso,41.3837,2.1837,Punto de interés,attraction,building,Mo-Su 17:00-02:30,OSM,4.4,,,,1.0
6055,6066,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Teatre Malic,41.3863,2.18294,Punto de interés,attraction,theater,,,3.5,,,,
6056,6067,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Galería Maxó,41.3888,2.18062,Punto de interés,attraction,building,Mo-Su 12:00-24:00,OSM,4.3,,,,0.38
6057,6068,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Calle de París (Barcelona),41.3905,2.14943,Punto de interés,attraction,street,,,4.2,,,,
6084,6095,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Estación de Sants-Estació,41.3792,2.14022,Punto de interés,attraction,metro station,,,3.8,,,,
6088,6099,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Teatre de la Marina,41.3819,2.18705,Punto de interés,attraction,theater,Mo-Su 12:00-00:00,OSM,4.3,,,,0.42
6106,6117,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Casa Comalat,41.3972,2.16064,Punto de interés,attraction,building,"Mo-Fr 08:00-19:30; Sa, Su 09:00-19:30",OSM,4.4,,,,0.38
6110,6121,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Cafè de l'Òpera,41.3808,2.17361,Punto de interés,attraction,coffeehouse,Mo-Su 08:30-02:30,OSM,4.8,,,,1.0
6122,6133,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Montjuic (Barcelona),41.3642,2.15825,Punto de interés,attraction,mountain,"Nov-Mar: 10:00-18:00; Apr-May,Sep-Oct: 10:00-19:00; Jun-Aug: 10:00-20:00; Dec 25,Jan 01,May 01,Jun 24: off",OSM,4.1,,,,0.61
6128,6139,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Gran Teatro del Liceo,41.3803,2.17342,Cultural,theatre,opera house,,,4.2,,,,
6154,6165,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Camp Nou,41.3809,2.12292,Punto de interés,attraction,association football venue,,,4.5,,,,
6158,6169,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Parque de Joan Miró,41.378,2.14834,Punto de interés,attraction,park,,,4.4,,,,
6159,6170,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Plaza del Rey (Barcelona),41.3841,2.17741,Punto de interés,attraction,square,Mo off; Tu-We 18:00-01:00; Th 18:00-02:00; Fr 18:00-03:00; Sa 12:30-03:00; Su 17:30-01:00,OSM,4.5,,,,0.55
6176,6187,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Torre Glòries,41.4035,2.18952,Punto de interés,attraction,tower,,,4.3,,,,
6195,6206,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Basílica de Santa María del Mar,41.3838,2.182,Religioso,church,catholic parish church,,,4.7,,,,
6200,6211,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Torre del Baró,41.4516,2.17859,Punto de interés,attraction,tower,,,4.1,,,,
6209,6220,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Castillo de Montjuic,41.3634,2.16599,Histórico,castle,castle,Nov 01-Feb 28 10:00-18:00; Mar 01-Oct 31 10:00-20:00,OSM,4.5,,,,0.87
6250,6261,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Bellesguard,41.4096,2.12686,Monumento,monument,manor house,"PH,Tu-Su 10:00-15:00; Dec 25,Dec 26,Jan 01,Jan 06: closed",OSM,4.7,,,,1.0
6271,6282,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Can Serra,41.3957,2.15775,Administrativo,government,building,Mo-Fr 09:00-14:00,OSM,3.3,,,,1.0
6276,6287,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,La Rambla,41.3811,2.17334,Punto de interés,attraction,street,,,4.1,,,,
6280,6291,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Casa Vicens,41.4035,2.15063,Histórico,castle,monument,"PH,Mo-Su 10:00-20:00; Dec 25,Jan 01,Jan 06: off",OSM,3.6,,,,1.0
6322,6333,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Palacio Güell,41.3788,2.17421,Punto de interés,attraction,palace,Apr-Oct: 10:00-20:00; Nov-Mar: 10:00-17:30,OSM,4.4,,,,0.83
6326,6337,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Ciudadela de Barcelona,41.3865,2.18929,Punto de interés,attraction,fortress,Mo-Su 10:00-22:30,OSM,4.3,,,,0.51
6349,6360,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Casa de l'Aigua,41.4536,2.18754,Punto de interés,attraction,building,,,4.7,,,,
6454,6465,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Plaza de toros Monumental de Barcelona,41.4001,2.18116,Punto de interés,attraction,bullring,"Tu-Sa 10:00-14:00, 16:00-19:00",OSM,4.5,,,,0.97
6469,6480,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Parque del Laberinto de Horta,41.4403,2.14556,Parque,conservatory,garden,,,4.6,,,,
6498,6509,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Casa Macaya,41.3999,2.16955,Punto de interés,attraction,building,,,4.2,,,,
6499,6510,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Torre d'aigües de la Catalana de Gas,41.3838,2.19257,Punto de interés,attraction,building,,,4.1,,,,
6504,6515,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Casa Garriga Nogués,41.3887,2.16547,Punto de interés,attraction,building,,,4.3,,,,
6505,6516,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Editorial Montaner i Simón,41.3917,2.16361,Punto de interés,attraction,building,,,4.6,,,,
6623,6636,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Palacio de la Música Catalana,41.3876,2.17522,Cultural,theatre,concert hall,Mo-Su 09:00-15:30,OSM,4.9,,,,0.93
6638,6651,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Casa Bruno Cuadros,41.3814,2.17332,Punto de interés,attraction,building,"Su-Th 13:00-01:00, Fr,Sa 12:30-01:00",OSM,4.3,,,,0.48
6773,6787,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Canódromo Meridiana,41.4275,2.18335,Punto de interés,attraction,building,,,4.6,,,,
6792,6806,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Església de la Concepció (Barcelona),41.3946,2.16733,Punto de interés,attraction,church building,,,4.3,,,,
6837,6851,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Iglesia de Santa María del Pino,41.3821,2.17399,Religioso,church,church building,"Mo-Th 18:00-20:00; Fr,Sa 09:30-11:00, 18:00-20:00; Su,PH 11:00-13:00",OSM,4.6,,,,0.68
6846,6860,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Carrer del Bisbe,41.3833,2.17644,Punto de interés,attraction,street,Mo-Sa 10:00-19:00; Su 10:00-20:00,OSM,4.2,,,,0.4
6847,6861,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Capilla de Santa Ágata,41.3843,2.1775,Religioso,chapel,chapel,,,4.2,,,,
6849,6863,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Palacio del Barón de Quadras,41.3967,2.1614,Punto de interés,attraction,palace,,,4.1,,,,
6850,6864,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Aduana del Puerto de Barcelona,41.3748,2.17729,Punto de interés,attraction,building,Mo-Fr 07:00-20:00,OSM,4.5,,,,0.57
6851,6865,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Observatorio Fabra,41.4184,2.12408,Punto de interés,attraction,astronomical observatory,,,4.5,,,,
6865,6879,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Casa Mulleras,41.3912,2.16511,Cultural,museum,building,,,4.5,,,,
6866,6880,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Casa Lleó Morera,41.3911,2.16523,Cultural,museum,residential building,Mo-Sa 08:30-20:30; Su 09:00-15:00,OSM,4.0,,,,0.57
6904,6918,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Plaza de Cataluña,41.3869,2.17011,Punto de interés,attraction,square,,,4.7,,,,
6920,6934,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Monasterio de Santa Ana (Barcelona),41.3859,2.17136,Punto de interés,attraction,monastery,24/7,OSM,4.3,,,,0.49
6921,6935,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Palacio de la Generalidad de Cataluña,41.3831,2.17643,Histórico,castle,government building,"Mo-Fr 09:30-18:30; Sa 09:30-17:15; Su,PH 14:00-17:00",OSM,4.4,,,,0.58
6932,6946,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Catedral de la Santa Cruz y Santa Eulalia de Barcelona,41.3839,2.17624,Religioso,cathedral,Catholic cathedral,,,4.4,,,,
6949,6963,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Lonja de Barcelona,41.3822,2.18248,Punto de interés,attraction,lonja,"PH,Mo-Su 09:30-23:00",OSM,3.8,,,,0.45
6975,6989,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,La Boquería,41.3816,2.1714,Punto de interés,attraction,Marketplace,,,4.5,,,,
6986,7000,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Hospital de la Santa Cruz y San Pablo,41.4136,2.17464,Punto de interés,attraction,monument,,,3.8,,,,
6992,7006,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Plaza Real,41.3801,2.17528,Punto de interés,attraction,porticoed square,Mo-Su 08:00-02:00,OSM,4.1,,,,0.41
7003,7017,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Casa de los Canónigos,41.3834,2.17661,Punto de interés,attraction,building,,,4.1,,,,
7005,7019,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Templo Expiatorio de la Sagrada Familia,41.4035,2.17437,Religioso,cathedral,minor basilica,,,4.4,,,,
7009,7023,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Casa Amatller,41.3914,2.16488,Cultural,museum,building,"Mo-Fr 08:00-22:00; Sa, Su, PH 08:30-22:00",OSM,4.0,,,,1.0
7024,7038,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Museu Olímpic i de l'Esport Joan Antoni Samaranch,41.3661,2.15737,Cultural,museum,sports museum,"Tu-Sa 10:00-18:00; Su,PH 10:00-14:30; Apr-Sep Tu-Sa 10:00-19:00; Jan 1 off; May 1 off; Dec 25 off; Dec 26 off",OSM,4.2,,,,1.0
7047,7061,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Museo de la Música de Barcelona,41.3989,2.18558,Cultural,museum,music museum,,,4.4,,,,
7105,7119,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Museo de Historia de Barcelona,41.3839,2.17768,Cultural,museum,history museum,Mo off; Tu-We 18:00-01:00; Th 18:00-02:00; Fr 18:00-03:00; Sa 12:30-03:00; Su 17:30-01:00,OSM,4.4,,,,0.75
7106,7120,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Museu de la Moto de Barcelona,41.3833,2.17453,Cultural,museum,museum,,,4.0,,,,
7140,7154,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Torre de las Aguas del Besós,41.4059,2.21229,Cultural,museum,water tower,Mo-Fr 08:00-20:00,OSM,4.1,,,,0.34
7142,7156,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Casa Ibarz Bernat,41.3888,2.16508,Cultural,museum,building,Mo-Su 09:00-21:00; PH off,OSM,4.4,,,,0.45
7143,7157,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Museo del Modernismo Catalán,41.3889,2.1634,Cultural,museum,museum,"Mo-Fr 10:30-14:00,16:00-19:00; Sa 10:30-14:00",OSM,4.4,,,,0.87
7144,7158,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Fundación Antoni Tàpies,41.3916,2.16366,Cultural,museum,art museum,,,4.3,,,,
7145,7159,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Fundación Suñol,41.3956,2.16119,Cultural,museum,private foundation,Mo-Sa 10:00-22:00,OSM,4.4,,,,0.36
7159,7173,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Hemp Museum Gallery,41.3808,2.18012,Cultural,museum,museum,,,4.3,,,,
7185,7199,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Museo del Calzado de Barcelona,41.3835,2.17527,Cultural,museum,museum,,,4.3,,,,
7231,7245,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Museo Europeo de Arte Moderno,41.385,2.18047,Cultural,museum,museum,,,4.9,,,,
7244,7258,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Refugio 307,41.3714,2.16663,Histórico,bunker,air-raid shelter,Mo-Su 19:30-00:00,OSM,3.9,,,,0.24
7268,7282,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Museu del Perfum,41.3914,2.16535,Cultural,museum,museum,Tu-Sa 10:00-19:00; Su 10:00-15:00; Jan 1 off; Jan 6 off; Dec 25 off; Dec 26 off,OSM,4.5,,,,0.59
7288,7302,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Escuelas de la Sagrada Familia,41.4031,2.17425,Cultural,museum,school,Mo-Su 09:00-20:00,OSM,4.3,,,,0.8
7293,7307,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Casa de la Pia Almoina (Barcelona),41.3846,2.1762,Cultural,museum,monument,,,4.1,,,,
7305,7319,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Col·lecció de Carrosses Fúnebres,41.3531,2.15593,Cultural,museum,museum,,,4.5,,,,
7306,7320,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Museo y Centro de Estudios del Deporte Doctor Melcior Colet,41.3931,2.14819,Cultural,museum,sports museum,,,4.7,,,,
7323,7337,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Casa Bloc,41.4415,2.19062,Cultural,museum,building,"Sa 11:00-12:30; Aug,week 01 Sep off",OSM,4.7,,,,1.0
7324,7338,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Seu del Col·legi de Notaris de Catalunya,41.3827,2.16955,Cultural,museum,building,Mo-Fr 10:00-13:00,OSM,4.4,,,,0.79
7332,7346,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Laboratori de Natura,41.3881,2.18367,Cultural,museum,museum,,,4.6,,,,
7336,7350,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Museo del Fútbol Club Barcelona,41.3804,2.12064,Cultural,museum,sports museum,,,4.7,,,,
7356,7370,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Santa Eulàlia (pailebot 1919),41.3764,2.17981,Cultural,museum,three-masted schooner,,,4.6,,,,
7358,7372,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Museu de Cultures del Món,41.3848,2.181,Cultural,museum,museum,"Tu-Sa 10:00-19:00; PH,Su 10:00-21:45; Dec 25,Jan 01,May 01,Jun 24 closed",OSM,4.6,,,,1.0
7370,7384,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Museu d'Idees i Invents de Barcelona,41.3822,2.17806,Cultural,museum,museum,Mo off; Tu-We 18:00-01:00; Th 18:00-02:00; Fr 18:00-03:00; Sa 12:30-03:00; Su 17:30-01:00,OSM,4.6,,,,0.75
7371,7385,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,"Casa medieval del carrer Sant Domènec del Call, 6",41.3826,2.176,Cultural,museum,house,"Mo-Fr 09:30-18:30; Sa 09:30-17:15; Su,PH 14:00-17:00",OSM,4.3,,,,0.45
7372,7386,Spain,39.3261,-4.83798,Barcelona,41.3828939,2.1774322,Placeta de Manuel Ribé,41.3827,2.17548,Cultural,square,square,,,4.7,,,,
